,p_gender,p_race,p_att,path,p_profile,author_name,author_tag,text,p_issue,p_salience,lean,p_retweet,retweet,p_quote,quote,p_like,like,p_output,time
24,male,white,latt,input/avatar/male_white_latt.jpeg,Representative,Representative Jonhson,@Rep_Johnson,"Prioritizing the needs and well-being of American citizens must be the top priority, not the interests of those seeking to enter the country illegally.",Gun Control,High,Conservative,medium,55,medium,71,high,2729,male_white_latt_Representative_Gun Control_High_Conservative_retmedium_quotemedium_likehigh.png,2022-07-05 14:34
25,male,white,latt,input/avatar/male_white_latt.jpeg,Representative,Representative Jonhson,@Rep_Johnson,"Gun control does not prevent gun violence, it only prevents law-abiding citizens from defending themselves.",Gun Control,High,Conservative,medium,55,medium,71,low,2,male_white_latt_Representative_Gun Control_High_Conservative_retmedium_quotemedium_likelow.png,2022-07-05 14:34
26,male,white,latt,input/avatar/male_white_latt.jpeg,Representative,Representative Jonhson,@Rep_Johnson,Illegal immigration is a threat to our national security and puts a strain on our economy and resources.,Gun Control,High,Conservative,medium,76,medium,71,medium,66,male_white_latt_Representative_Gun Control_High_Conservative_retmedium_quotemedium_likemedium.png,2022-07-05 14:34
27,male,white,latt,input/avatar/male_white_latt.jpeg,Representative,Representative Jonhson,@Rep_Johnson,Gun violence is a public health crisis that must be addressed with common sense gun control measures.,Gun Control,High,Liberal,high,2670,high,3212,high,2729,male_white_latt_Representative_Gun Control_High_Liberal_rethigh_quotehigh_likehigh.png,2022-07-05 14:34
28,male,white,latt,input/avatar/male_white_latt.jpeg,Representative,Representative Jonhson,@Rep_Johnson,Denying women access to abortion only puts their health and lives at risk.,Gun Control,High,Liberal,high,2670,high,3212,low,2,male_white_latt_Representative_Gun Control_High_Liberal_rethigh_quotehigh_likelow.png,2022-07-05 14:34
29,male,white,latt,input/avatar/male_white_latt.jpeg,Representative,Representative Jonhson,@Rep_Johnson,The United States must prioritize a fair and just immigration system that respects the human rights and dignity of all.,Gun Control,High,Liberal,high,2670,high,3212,medium,93,male_white_latt_Representative_Gun Control_High_Liberal_rethigh_quotehigh_likemedium.png,2022-07-05 14:34
30,male,white,latt,input/avatar/male_white_latt.jpeg,Representative,Representative Jonhson,@Rep_Johnson,Denying women access to abortion only puts their health and lives at risk.,Gun Control,High,Liberal,high,2786,low,3,high,2913,male_white_latt_Representative_Gun Control_High_Liberal_rethigh_quotelow_likehigh.png,2022-07-05 14:34
31,male,white,latt,input/avatar/male_white_latt.jpeg,Representative,Representative Jonhson,@Rep_Johnson,"Supporting abortion access means supporting women's equality and autonomy, and their right to make decisions about their own lives.",Gun Control,High,Liberal,high,2786,low,3,low,0,male_white_latt_Representative_Gun Control_High_Liberal_rethigh_quotelow_likelow.png,2022-07-05 14:34
32,male,white,latt,input/avatar/male_white_latt.jpeg,Representative,Representative Jonhson,@Rep_Johnson,"Gun ownership is not a fundamental right protected by the Constitution, and reasonable regulations are necessary to keep communities safe.",Gun Control,High,Liberal,high,2670,low,3,medium,66,male_white_latt_Representative_Gun Control_High_Liberal_rethigh_quotelow_likemedium.png,2022-07-05 14:34
33,male,white,latt,input/avatar/male_white_latt.jpeg,Representative,Representative Jonhson,@Rep_Johnson,Abortion is a necessary healthcare option that allows women to have control over their own bodies and lives.,Gun Control,High,Liberal,high,2929,medium,71,high,2729,male_white_latt_Representative_Gun Control_High_Liberal_rethigh_quotemedium_likehigh.png,2022-07-05 14:34
34,male,white,latt,input/avatar/male_white_latt.jpeg,Representative,Representative Jonhson,@Rep_Johnson,"Background checks, red flag laws, and limits on high-capacity magazines can save lives and prevent mass shootings.",Gun Control,High,Liberal,high,2670,medium,83,low,4,male_white_latt_Representative_Gun Control_High_Liberal_rethigh_quotemedium_likelow.png,2022-07-05 14:34
35,male,white,latt,input/avatar/male_white_latt.jpeg,Representative,Representative Jonhson,@Rep_Johnson,"The contributions of immigrants must be celebrated, not demonized, and we must work towards comprehensive immigration reform.",Gun Control,High,Liberal,high,2670,medium,71,medium,66,male_white_latt_Representative_Gun Control_High_Liberal_rethigh_quotemedium_likemedium.png,2022-07-05 14:34
36,male,white,latt,input/avatar/male_white_latt.jpeg,Representative,Representative Jonhson,@Rep_Johnson,"Supporting abortion access means supporting women's equality and autonomy, and their right to make decisions about their own lives.",Gun Control,High,Liberal,low,0,high,3110,high,2913,male_white_latt_Representative_Gun Control_High_Liberal_retlow_quotehigh_likehigh.png,2022-07-05 14:34
37,male,white,latt,input/avatar/male_white_latt.jpeg,Representative,Representative Jonhson,@Rep_Johnson,"Abortion is a fundamental right guaranteed by the Constitution, and must be protected for all women.",Gun Control,High,Liberal,low,3,high,2678,low,0,male_white_latt_Representative_Gun Control_High_Liberal_retlow_quotehigh_likelow.png,2022-07-05 14:34
38,male,white,latt,input/avatar/male_white_latt.jpeg,Representative,Representative Jonhson,@Rep_Johnson,Gun violence is a public health crisis that must be addressed with common sense gun control measures.,Gun Control,High,Liberal,low,3,high,3110,medium,93,male_white_latt_Representative_Gun Control_High_Liberal_retlow_quotehigh_likemedium.png,2022-07-05 14:34
39,male,white,latt,input/avatar/male_white_latt.jpeg,Representative,Representative Jonhson,@Rep_Johnson,"Gun control is not about taking away guns from law-abiding citizens, it's about saving lives and making our communities safer.",Gun Control,High,Liberal,low,3,low,3,high,2913,male_white_latt_Representative_Gun Control_High_Liberal_retlow_quotelow_likehigh.png,2022-07-05 14:34
40,male,white,latt,input/avatar/male_white_latt.jpeg,Representative,Representative Jonhson,@Rep_Johnson,"Diversity is a strength, and immigrants bring valuable skills, perspectives, and experiences to our country.",Gun Control,High,Liberal,low,0,low,0,low,2,male_white_latt_Representative_Gun Control_High_Liberal_retlow_quotelow_likelow.png,2022-07-05 14:34
41,male,white,latt,input/avatar/male_white_latt.jpeg,Representative,Representative Jonhson,@Rep_Johnson,"Gun ownership is not a fundamental right protected by the Constitution, and reasonable regulations are necessary to keep communities safe.",Gun Control,High,Liberal,low,3,low,3,medium,93,male_white_latt_Representative_Gun Control_High_Liberal_retlow_quotelow_likemedium.png,2022-07-05 14:34
42,male,white,latt,input/avatar/male_white_latt.jpeg,Representative,Representative Jonhson,@Rep_Johnson,The Second Amendment does not give individuals the right to own military-style weapons or to use them to commit acts of violence.,Gun Control,High,Liberal,low,0,medium,71,high,2913,male_white_latt_Representative_Gun Control_High_Liberal_retlow_quotemedium_likehigh.png,2022-07-05 14:34
43,male,white,latt,input/avatar/male_white_latt.jpeg,Representative,Representative Jonhson,@Rep_Johnson,"Abortion is a fundamental right guaranteed by the Constitution, and must be protected for all women.",Gun Control,High,Liberal,low,3,medium,71,low,2,male_white_latt_Representative_Gun Control_High_Liberal_retlow_quotemedium_likelow.png,2022-07-05 14:34
44,male,white,latt,input/avatar/male_white_latt.jpeg,Representative,Representative Jonhson,@Rep_Johnson,"Abortion is a deeply personal decision that should be made by a woman in consultation with her doctor, without interference from politicians.",Gun Control,High,Liberal,low,0,medium,59,medium,65,male_white_latt_Representative_Gun Control_High_Liberal_retlow_quotemedium_likemedium.png,2022-07-05 14:34
45,male,white,latt,input/avatar/male_white_latt.jpeg,Representative,Representative Jonhson,@Rep_Johnson,Gun violence is a public health crisis that must be addressed with common sense gun control measures.,Gun Control,High,Liberal,medium,55,high,3110,high,2729,male_white_latt_Representative_Gun Control_High_Liberal_retmedium_quotehigh_likehigh.png,2022-07-05 14:34
46,male,white,latt,input/avatar/male_white_latt.jpeg,Representative,Representative Jonhson,@Rep_Johnson,The Second Amendment does not give individuals the right to own military-style weapons or to use them to commit acts of violence.,Gun Control,High,Liberal,medium,76,high,2678,low,0,male_white_latt_Representative_Gun Control_High_Liberal_retmedium_quotehigh_likelow.png,2022-07-05 14:34
47,male,white,latt,input/avatar/male_white_latt.jpeg,Representative,Representative Jonhson,@Rep_Johnson,Gun violence is a public health crisis that must be addressed with common sense gun control measures.,Gun Control,High,Liberal,medium,76,high,2678,medium,65,male_white_latt_Representative_Gun Control_High_Liberal_retmedium_quotehigh_likemedium.png,2022-07-05 14:34
48,male,white,latt,input/avatar/male_white_latt.jpeg,Representative,Representative Jonhson,@Rep_Johnson,Abortion is a necessary healthcare option that allows women to have control over their own bodies and lives.,Gun Control,High,Liberal,medium,64,low,0,high,3438,male_white_latt_Representative_Gun Control_High_Liberal_retmedium_quotelow_likehigh.png,2022-07-05 14:34
49,male,white,latt,input/avatar/male_white_latt.jpeg,Representative,Representative Jonhson,@Rep_Johnson,The United States must prioritize a fair and just immigration system that respects the human rights and dignity of all.,Gun Control,High,Liberal,medium,76,low,3,low,2,male_white_latt_Representative_Gun Control_High_Liberal_retmedium_quotelow_likelow.png,2022-07-05 14:34
50,male,white,latt,input/avatar/male_white_latt.jpeg,Representative,Representative Jonhson,@Rep_Johnson,"Abortion is a fundamental right guaranteed by the Constitution, and must be protected for all women.",Gun Control,High,Liberal,medium,55,low,0,medium,65,male_white_latt_Representative_Gun Control_High_Liberal_retmedium_quotelow_likemedium.png,2022-07-05 14:34
51,male,white,latt,input/avatar/male_white_latt.jpeg,Representative,Representative Jonhson,@Rep_Johnson,"America is a nation of immigrants, and we must continue to welcome and support those seeking a better life.",Gun Control,High,Liberal,medium,55,medium,83,high,3438,male_white_latt_Representative_Gun Control_High_Liberal_retmedium_quotemedium_likehigh.png,2022-07-05 14:34
52,male,white,latt,input/avatar/male_white_latt.jpeg,Representative,Representative Jonhson,@Rep_Johnson,"The contributions of immigrants must be celebrated, not demonized, and we must work towards comprehensive immigration reform.",Gun Control,High,Liberal,medium,55,medium,83,low,4,male_white_latt_Representative_Gun Control_High_Liberal_retmedium_quotemedium_likelow.png,2022-07-05 14:34
53,male,white,latt,input/avatar/male_white_latt.jpeg,Representative,Representative Jonhson,@Rep_Johnson,Gun violence is a public health crisis that must be addressed with common sense gun control measures.,Gun Control,High,Liberal,medium,76,medium,59,medium,65,male_white_latt_Representative_Gun Control_High_Liberal_retmedium_quotemedium_likemedium.png,2022-07-05 14:34
54,male,white,latt,input/avatar/male_white_latt.jpeg,Representative,Representative Jonhson,@Rep_Johnson,"Nuclear power plants generate radioactive waste that must be stored for thousands of years, posing a threat to future generations.",Gun Control,Low,Anti,high,2670,high,3110,high,2729,male_white_latt_Representative_Gun Control_Low_Anti_rethigh_quotehigh_likehigh.png,2022-07-05 14:34
55,male,white,latt,input/avatar/male_white_latt.jpeg,Representative,Representative Jonhson,@Rep_Johnson,Limiting damages in personal injury cases and other types of lawsuits only hurts victims and their families.,Gun Control,Low,Anti,high,2670,high,3110,low,0,male_white_latt_Representative_Gun Control_Low_Anti_rethigh_quotehigh_likelow.png,2022-07-05 14:34
56,male,white,latt,input/avatar/male_white_latt.jpeg,Representative,Representative Jonhson,@Rep_Johnson,"Frivolous lawsuits are not a significant problem, and the high cost of healthcare and other goods is due to other factors.",Gun Control,Low,Anti,high,2670,high,2678,medium,65,male_white_latt_Representative_Gun Control_Low_Anti_rethigh_quotehigh_likemedium.png,2022-07-05 14:34
57,male,white,latt,input/avatar/male_white_latt.jpeg,Representative,Representative Jonhson,@Rep_Johnson,"Tort reform is not necessary and only serves to protect big corporations and their interests, not the rights of individuals.",Gun Control,Low,Anti,high,2786,low,3,high,2913,male_white_latt_Representative_Gun Control_Low_Anti_rethigh_quotelow_likehigh.png,2022-07-05 14:34
58,male,white,latt,input/avatar/male_white_latt.jpeg,Representative,Representative Jonhson,@Rep_Johnson,Limiting damages in personal injury cases and other types of lawsuits only hurts victims and their families.,Gun Control,Low,Anti,high,2929,low,0,low,2,male_white_latt_Representative_Gun Control_Low_Anti_rethigh_quotelow_likelow.png,2022-07-05 14:34
59,male,white,latt,input/avatar/male_white_latt.jpeg,Representative,Representative Jonhson,@Rep_Johnson,"Tort reform is not necessary and only serves to protect big corporations and their interests, not the rights of individuals.",Gun Control,Low,Anti,high,2670,low,0,medium,66,male_white_latt_Representative_Gun Control_Low_Anti_rethigh_quotelow_likemedium.png,2022-07-05 14:34
60,male,white,latt,input/avatar/male_white_latt.jpeg,Representative,Representative Jonhson,@Rep_Johnson,"Tort reform is not necessary and only serves to protect big corporations and their interests, not the rights of individuals.",Gun Control,Low,Anti,high,2786,medium,83,high,2729,male_white_latt_Representative_Gun Control_Low_Anti_rethigh_quotemedium_likehigh.png,2022-07-05 14:34
61,male,white,latt,input/avatar/male_white_latt.jpeg,Representative,Representative Jonhson,@Rep_Johnson,"Tort reform does not improve public safety, and can actually allow companies to escape responsibility for their actions.",Gun Control,Low,Anti,high,2670,medium,83,low,2,male_white_latt_Representative_Gun Control_Low_Anti_rethigh_quotemedium_likelow.png,2022-07-05 14:34
62,male,white,latt,input/avatar/male_white_latt.jpeg,Representative,Representative Jonhson,@Rep_Johnson,"Tort reform does not improve public safety, and can actually allow companies to escape responsibility for their actions.",Gun Control,Low,Anti,high,2786,medium,71,medium,93,male_white_latt_Representative_Gun Control_Low_Anti_rethigh_quotemedium_likemedium.png,2022-07-05 14:34
63,male,white,latt,input/avatar/male_white_latt.jpeg,Representative,Representative Jonhson,@Rep_Johnson,"Tort reform does not improve public safety, and can actually allow companies to escape responsibility for their actions.",Gun Control,Low,Anti,low,3,high,2678,high,3438,male_white_latt_Representative_Gun Control_Low_Anti_retlow_quotehigh_likehigh.png,2022-07-05 14:34
64,male,white,latt,input/avatar/male_white_latt.jpeg,Representative,Representative Jonhson,@Rep_Johnson,"Tort reform does not improve public safety, and can actually allow companies to escape responsibility for their actions.",Gun Control,Low,Anti,low,0,high,2678,low,0,male_white_latt_Representative_Gun Control_Low_Anti_retlow_quotehigh_likelow.png,2022-07-05 14:34
65,male,white,latt,input/avatar/male_white_latt.jpeg,Representative,Representative Jonhson,@Rep_Johnson,"Nuclear energy is not cost-effective, and the high upfront costs of building and maintaining nuclear plants cannot be justified.",Gun Control,Low,Anti,low,3,high,3212,medium,66,male_white_latt_Representative_Gun Control_Low_Anti_retlow_quotehigh_likemedium.png,2022-07-05 14:34
66,male,white,latt,input/avatar/male_white_latt.jpeg,Representative,Representative Jonhson,@Rep_Johnson,"Frivolous lawsuits are not a significant problem, and the high cost of healthcare and other goods is due to other factors.",Gun Control,Low,Anti,low,0,low,3,high,2729,male_white_latt_Representative_Gun Control_Low_Anti_retlow_quotelow_likehigh.png,2022-07-05 14:34
67,male,white,latt,input/avatar/male_white_latt.jpeg,Representative,Representative Jonhson,@Rep_Johnson,"Tort reform is not necessary and only serves to protect big corporations and their interests, not the rights of individuals.",Gun Control,Low,Anti,low,3,low,0,low,4,male_white_latt_Representative_Gun Control_Low_Anti_retlow_quotelow_likelow.png,2022-07-05 14:34
68,male,white,latt,input/avatar/male_white_latt.jpeg,Representative,Representative Jonhson,@Rep_Johnson,"Nuclear energy is not cost-effective, and the high upfront costs of building and maintaining nuclear plants cannot be justified.",Gun Control,Low,Anti,low,3,low,3,medium,66,male_white_latt_Representative_Gun Control_Low_Anti_retlow_quotelow_likemedium.png,2022-07-05 14:34
69,male,white,latt,input/avatar/male_white_latt.jpeg,Representative,Representative Jonhson,@Rep_Johnson,"Frivolous lawsuits are not a significant problem, and the high cost of healthcare and other goods is due to other factors.",Gun Control,Low,Anti,low,3,medium,83,high,2913,male_white_latt_Representative_Gun Control_Low_Anti_retlow_quotemedium_likehigh.png,2022-07-05 14:34
70,male,white,latt,input/avatar/male_white_latt.jpeg,Representative,Representative Jonhson,@Rep_Johnson,"Nuclear energy is not cost-effective, and the high upfront costs of building and maintaining nuclear plants cannot be justified.",Gun Control,Low,Anti,low,3,medium,71,low,0,male_white_latt_Representative_Gun Control_Low_Anti_retlow_quotemedium_likelow.png,2022-07-05 14:34
71,male,white,latt,input/avatar/male_white_latt.jpeg,Representative,Representative Jonhson,@Rep_Johnson,"Frivolous lawsuits are not a significant problem, and the high cost of healthcare and other goods is due to other factors.",Gun Control,Low,Anti,low,3,medium,71,medium,65,male_white_latt_Representative_Gun Control_Low_Anti_retlow_quotemedium_likemedium.png,2022-07-05 14:34
72,male,white,latt,input/avatar/male_white_latt.jpeg,Representative,Representative Jonhson,@Rep_Johnson,"Tort reform is not necessary and only serves to protect big corporations and their interests, not the rights of individuals.",Gun Control,Low,Anti,medium,76,high,3110,high,2729,male_white_latt_Representative_Gun Control_Low_Anti_retmedium_quotehigh_likehigh.png,2022-07-05 14:34
73,male,white,latt,input/avatar/male_white_latt.jpeg,Representative,Representative Jonhson,@Rep_Johnson,"Tort reform does not improve public safety, and can actually allow companies to escape responsibility for their actions.",Gun Control,Low,Anti,medium,55,high,2678,low,4,male_white_latt_Representative_Gun Control_Low_Anti_retmedium_quotehigh_likelow.png,2022-07-05 14:34
74,male,white,latt,input/avatar/male_white_latt.jpeg,Representative,Representative Jonhson,@Rep_Johnson,"Instead of tort reform, we should focus on holding corporations accountable for their actions and ensuring that victims receive fair compensation.",Gun Control,Low,Anti,medium,64,high,3110,medium,66,male_white_latt_Representative_Gun Control_Low_Anti_retmedium_quotehigh_likemedium.png,2022-07-05 14:34
75,male,white,latt,input/avatar/male_white_latt.jpeg,Representative,Representative Jonhson,@Rep_Johnson,"The risks of nuclear energy far outweigh any potential benefits, and we must transition to a renewable energy future as quickly as possible.",Gun Control,Low,Anti,medium,64,low,0,high,2729,male_white_latt_Representative_Gun Control_Low_Anti_retmedium_quotelow_likehigh.png,2022-07-05 14:34
76,male,white,latt,input/avatar/male_white_latt.jpeg,Representative,Representative Jonhson,@Rep_Johnson,"Nuclear energy is not a safe or clean source of power, as accidents and disasters like Fukushima and Chernobyl have shown.",Gun Control,Low,Anti,medium,55,low,0,low,2,male_white_latt_Representative_Gun Control_Low_Anti_retmedium_quotelow_likelow.png,2022-07-05 14:34
77,male,white,latt,input/avatar/male_white_latt.jpeg,Representative,Representative Jonhson,@Rep_Johnson,"Frivolous lawsuits are not a significant problem, and the high cost of healthcare and other goods is due to other factors.",Gun Control,Low,Anti,medium,64,low,3,medium,93,male_white_latt_Representative_Gun Control_Low_Anti_retmedium_quotelow_likemedium.png,2022-07-05 14:34
78,male,white,latt,input/avatar/male_white_latt.jpeg,Representative,Representative Jonhson,@Rep_Johnson,"The risks of nuclear energy far outweigh any potential benefits, and we must transition to a renewable energy future as quickly as possible.",Gun Control,Low,Anti,medium,76,medium,59,high,3438,male_white_latt_Representative_Gun Control_Low_Anti_retmedium_quotemedium_likehigh.png,2022-07-05 14:34
79,male,white,latt,input/avatar/male_white_latt.jpeg,Representative,Representative Jonhson,@Rep_Johnson,"Renewable energy sources like solar and wind are safer, cheaper, and more sustainable than nuclear power.",Gun Control,Low,Anti,medium,76,medium,59,low,4,male_white_latt_Representative_Gun Control_Low_Anti_retmedium_quotemedium_likelow.png,2022-07-05 14:34
80,male,white,latt,input/avatar/male_white_latt.jpeg,Representative,Representative Jonhson,@Rep_Johnson,"Tort reform does not improve public safety, and can actually allow companies to escape responsibility for their actions.",Gun Control,Low,Anti,medium,55,medium,71,medium,93,male_white_latt_Representative_Gun Control_Low_Anti_retmedium_quotemedium_likemedium.png,2022-07-05 14:34
81,male,white,latt,input/avatar/male_white_latt.jpeg,Representative,Representative Jonhson,@Rep_Johnson,"Nuclear energy can help reduce reliance on fossil fuels and decrease air pollution, improving public health and the environment.",Gun Control,Low,Pro,high,2929,high,2678,high,2729,male_white_latt_Representative_Gun Control_Low_Pro_rethigh_quotehigh_likehigh.png,2022-07-05 14:34
82,male,white,latt,input/avatar/male_white_latt.jpeg,Representative,Representative Jonhson,@Rep_Johnson,"Frivolous lawsuits drive up the cost of doing business, and tort reform can help create a more fair and efficient legal system.",Gun Control,Low,Pro,high,2786,high,2678,low,2,male_white_latt_Representative_Gun Control_Low_Pro_rethigh_quotehigh_likelow.png,2022-07-05 14:34
